1,0.0,1.7359236,0.0,0.0,3.7071102,0.0,2.814619,0.0,0.0,0.0,0.0,0.04620078,0.0,3.7101917,0.542249,1.5121888
1,0.0,3.3143103,0.0,0.47510782,3.8702664,0.0,1.7131974,0.0,0.0,0.0,0.0,0.0,0.0,3.0922506,0.81143475,1.6531445
2,0.0,4.2319307,0.0,1.5266198,3.291575,0.0,0.4587163,0.0,0.13613123,0.0,0.03058746,0.15283582,0.0,3.0866141,0.7930471,1.9282207
2,0.0,3.8279352,0.0,3.0629978,1.6876628,0.0,0.0,0.0,0.0,0.0,0.0,0.004593639,0.0,4.527105,0.3297235,1.9502306
2,0.0,3.026576,0.0,3.6608655,0.9936853,0.0,0.0,0.0,0.0,0.0,0.0,0.5890054,0.0,5.7009106,0.0132755535,2.367764
2,0.0,1.8068585,0.0,3.0455358,0.58616996,0.0,0.44705367,0.0,0.0,0.0,0.0,1.3038951,0.0,6.2267723,0.028436633,2.9338958
0,0.0,1.212409,0.0,2.266724,0.5299344,0.0,0.89931005,0.0,0.0,0.0,0.0,1.5051332,0.0,5.567349,0.24895266,2.87439
0,0.0,0.4413135,0.0,1.7394419,0.15553766,0.0,1.1242661,0.0,0.0,0.0,0.0,1.3333514,0.0,6.5142636,0.49237207,3.1284835
0,0.0,0.0,0.0,0.49542975,0.841867,0.0,2.1738784,0.0,0.0,0.0,0.0,1.4008236,0.0,6.6094403,1.0953203,2.853887
0,0.0,0.33322114,0.0,0.0,2.4773417,0.0,2.9082909,0.0,0.0,0.0,0.0,0.58674026,0.0,5.611803,0.9456999,1.9747978
0,0.0,1.7359236,0.0,0.0,3.7071102,0.0,2.814619,0.0,0.0,0.0,0.0,0.04620078,0.0,3.7101917,0.542249,1.5121888
1,0.0,3.5162752,0.0,0.3475807,4.355312,0.0,1.991603,0.0,0.0,0.0,0.3185344,0.052029822,0.0,3.0054588,0.5055691,1.6979305
2,0.0,4.4681716,0.0,1.0737805,3.6553686,0.0,0.47055265,0.0,0.0350159,0.0,0.62457865,0.0,0.0,2.9986253,0.93418306,1.9280734
2,0.0,4.3166456,0.0,2.8893251,2.2958155,0.0,0.0,0.0,0.0,0.0,0.15069646,0.0,0.0,4.0839267,0.5877921,1.8884472
2,0.0,3.4082377,0.0,3.9467428,1.1338941,0.0,0.0,0.0,0.0,0.0,0.0,0.1932693,0.0,5.462208,0.29447645,2.2580261
1,0.0,2.1537182,0.0,3.529089,0.5000012,0.0,0.07375762,0.0,0.0,0.0,0.0,1.2480161,0.0,6.391302,0.16058578,2.8114345
0,0.0,1.0744647,0.0,2.6381316,0.015232448,0.0,0.69103175,0.0,0.0,0.0,0.0,1.6105522,0.0,7.0757437,0.37018076,3.324983
0,0.0,0.011322346,0.0,1.3198285,0.20844054,0.0,1.7976124,0.0,0.0,0.0,0.0,1.7445704,0.0,7.362487,0.73805827,3.063314
0,0.0,0.0,0.0,0.0,1.8624817,0.0,3.1533654,0.0,0.0,0.0,0.0,1.1630263,0.0,6.363947,0.74852264,2.0984592
0,0.0,0.9164219,0.0,0.0,3.5963748,0.0,3.5896077,0.0,0.0,0.0,0.0,0.367823,0.0,4.7402587,0.19966364,1.6677889
1,0.0,2.3332915,0.0,0.002957141,4.0250626,0.0,2.717814,0.0,5.2421354e-05,0.0,0.0,0.06746282,0.0,3.401338,0.0,1.5652236
2,0.0,3.4521632,0.0,0.13237838,4.2524986,0.0,1.6800679,0.0,0.0,0.0,0.50322324,0.020548504,0.0,2.9102056,0.34538782,1.6022693
2,0.0,4.4681716,0.0,1.0737805,3.6553686,0.0,0.47055265,0.0,0.0350159,0.0,0.62457865,0.0,0.0,2.9986253,0.93418306,1.9280734
2,0.0,4.3166456,0.0,2.8893251,2.2958155,0.0,0.0,0.0,0.0,0.0,0.15069646,0.0,0.0,4.0839267,0.5877921,1.8884472
2,0.0,3.4082377,0.0,3.9467428,1.1338941,0.0,0.0,0.0,0.0,0.0,0.0,0.1932693,0.0,5.462208,0.29447645,2.2580261
1,0.0,2.1537182,0.0,3.529089,0.5000012,0.0,0.07375762,0.0,0.0,0.0,0.0,1.2480161,0.0,6.391302,0.16058578,2.8114345
0,0.0,1.0744647,0.0,2.6381316,0.015232448,0.0,0.69103175,0.0,0.0,0.0,0.0,1.6105522,0.0,7.0757437,0.37018076,3.324983
0,0.0,0.011322346,0.0,1.3198285,0.20844054,0.0,1.7976124,0.0,0.0,0.0,0.0,1.7445704,0.0,7.362487,0.73805827,3.063314
0,0.0,0.0,0.0,0.0,1.8624817,0.0,3.1533654,0.0,0.0,0.0,0.0,1.1630263,0.0,6.363947,0.74852264,2.0984592
0,0.0,0.9164219,0.0,0.0,3.5963748,0.0,3.5896077,0.0,0.0,0.0,0.0,0.367823,0.0,4.7402587,0.19966364,1.6677889
0,0.0,2.3332906,0.0,0.0029571522,4.0250626,0.0,2.7178137,0.0,5.2558724e-05,0.0,0.0,0.06746236,0.0,3.4013386,0.0,1.5652231
2,0.0,2.89565,0.0,0.07434882,3.5533624,0.0,1.4510261,0.0,0.0,0.0,0.2819469,0.09717933,0.0,2.9492218,0.10252492,1.4917859
2,0.0,3.9442484,0.0,0.7423866,3.7962885,0.0,0.7493025,0.0,0.12654619,0.0,0.7961913,0.0,0.0,2.8086884,0.68425816,1.60784
2,0.0,4.223566,0.0,2.1643672,2.7418647,0.0,0.0,0.0,0.0969473,0.0,0.4294903,0.0,0.0,3.457047,0.77995384,1.9157115
2,0.0,3.6047616,0.0,3.5632925,1.2352816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1269403,0.44157323,2.1807306
2,0.0,2.4181163,0.0,3.5562394,0.39966825,0.0,0.0,0.0,0.0,0.0,0.0,0.8043571,0.0,6.2096515,0.23748542,2.740896
1,0.0,1.0744647,0.0,2.6381316,0.015232448,0.0,0.69103175,0.0,0.0,0.0,0.0,1.6105522,0.0,7.0757437,0.37018076,3.324983
0,0.0,0.17589413,0.0,1.6088618,0.1408453,0.0,1.6696918,0.0,0.0,0.0,0.0,1.5225248,0.0,7.247246,0.7197742,3.2960582
0,0.0,0.0,0.0,0.12635866,1.3264742,0.0,3.0315478,0.0,0.0,0.0,0.0,1.4625709,0.0,7.0060697,0.9559121,3.0655077
0,0.0,0.5745015,0.0,0.0,3.0144384,0.0,3.5509112,0.0,0.0,0.0,0.0,0.70485586,0.0,5.324851,0.5813896,1.8039652
0,0.0,2.0310478,0.0,0.0,4.028591,0.0,2.877648,0.0,0.0,0.0,0.0,0.030628588,0.0,3.5382404,0.26459533,1.5578115
2,0.0,3.4521632,0.0,0.13237838,4.2524986,0.0,1.6800679,0.0,0.0,0.0,0.50322324,0.020548504,0.0,2.9102056,0.34538782,1.6022693
2,0.0,4.4681716,0.0,1.0737805,3.6553686,0.0,0.47055265,0.0,0.0350159,0.0,0.62457865,0.0,0.0,2.9986253,0.93418306,1.9280734
2,0.0,4.3166456,0.0,2.8893251,2.2958155,0.0,0.0,0.0,0.0,0.0,0.15069646,0.0,0.0,4.0839267,0.5877921,1.8884472
2,0.0,3.4082377,0.0,3.9467428,1.1338941,0.0,0.0,0.0,0.0,0.0,0.0,0.1932693,0.0,5.462208,0.29447645,2.2580261
1,0.0,2.1537182,0.0,3.529089,0.5000012,0.0,0.07375762,0.0,0.0,0.0,0.0,1.2480161,0.0,6.391302,0.16058578,2.8114345
