1,0.0,0.9677796,1.2858859,0.0,1.2897537,2.4644017,1.279781,0.0,2.159507,0.24835128,0.18192568,0.9963028,0.0,0.0,2.4620192,0.9183774,0.61196774,0.0,0.0,0.0,0.66442734,0.367637,0.0,0.9306203,0.0,2.1264648,0.0,0.49787495,0.0,1.6879829,0.0,3.421794
1,0.5279188,1.1255277,0.9062619,0.0,1.4420753,1.8194733,1.7225804,0.0,1.4486666,0.0,0.35420445,1.4208989,0.0,0.0,2.677501,0.16945706,0.395434,0.0,0.0,0.0,0.5105843,0.7974959,0.0,0.02367808,0.0,1.7648131,0.0,0.0,0.0,1.8524657,0.0,4.5314903
2,1.069074,0.77502114,0.35760936,0.0,1.268785,1.0133795,1.7466689,0.0,0.6404971,0.0,0.80658937,1.9044714,0.0,0.0,2.9590058,0.0,0.50447893,0.0,0.0,0.0,0.5846991,1.6157796,0.0,0.0,0.0,1.5031708,0.0,0.0,0.0,2.0475724,0.1259142,4.905481
2,0.9324802,0.14777179,0.8021396,0.0,0.9477766,0.032920312,1.8770758,0.0,0.041397635,0.08341263,1.640821,1.8598975,0.0,0.0,3.4863067,0.25758696,0.83764523,0.0,0.0,0.0,0.27665752,2.4149966,0.0,0.0,0.0,1.4371059,0.0,0.0,0.0,1.424463,1.1042281,4.236533
2,0.6408437,0.0,1.0780932,0.0,0.41646418,0.0,1.4816926,0.0,0.18264343,1.1210852,1.6823462,1.0999883,0.0,0.0,4.0628357,0.84684944,1.1289103,0.0,0.0,0.22024757,0.40499413,2.8198707,0.0,0.0,0.0,1.4875675,0.0,0.0,0.0,0.7569379,1.7769108,3.433705
2,0.020728748,0.14270379,1.6638397,0.0,0.873806,0.22573996,1.0671626,0.0,0.35398147,1.554547,1.2066078,0.50837207,0.0,0.0,3.4233098,1.1485023,1.6884975,0.0,0.0,0.0,0.8380941,2.4059098,0.0,0.7943671,0.0,1.2368208,0.0,0.0,0.0,0.2111501,1.7979227,2.2921908
0,0.0,0.6929596,2.6254814,0.0,1.326592,0.43058294,1.0786757,0.0,0.14483617,1.1400878,0.8966174,0.47588164,0.0,0.0,2.6948206,0.94642025,1.8411653,0.0,0.0,0.0,0.93004894,1.8129469,0.0,1.1850486,0.0,1.1418834,0.0,0.0,0.0,0.29392287,1.1319195,2.250815
0,0.05241544,1.4992529,3.103878,0.0,1.5008817,0.37931854,1.1665916,0.0,0.7018397,1.6485648,0.9821594,0.0639045,0.0,0.0,2.751102,0.92706114,2.3594825,0.0,0.0,0.0,0.8063443,1.5667605,0.0,1.318568,0.0,1.398654,0.0,0.0,0.0,0.21949556,0.59359974,2.3420763
0,0.0,1.7492337,2.3852987,0.0,1.5295625,0.55675477,0.7240621,0.0,1.6907628,1.5867629,0.6222693,0.0,0.0,0.0,2.044892,1.140197,2.1800256,0.0,0.0,0.0,0.67777324,0.49108228,0.0,1.2204458,0.0,1.7499295,0.0,0.07889608,0.0,0.47204927,0.0,2.2532513
0,0.0,1.5445654,1.7659382,0.0,1.7128377,1.1968093,0.4470021,0.0,2.2082517,1.0437161,0.2575188,0.0,0.0,0.0,1.8458375,1.397169,1.4055886,0.0,0.0,0.0,0.5964666,0.0,0.0,1.3066024,0.0,1.6408063,0.06232308,0.398664,0.0,1.1659601,0.0,2.55995
0,0.0,0.9677796,1.2858859,0.0,1.2897537,2.4644017,1.279781,0.0,2.159507,0.24835128,0.18192568,0.9963028,0.0,0.0,2.4620192,0.9183774,0.61196774,0.0,0.0,0.0,0.66442734,0.367637,0.0,0.9306203,0.0,2.1264648,0.0,0.49787495,0.0,1.6879829,0.0,3.421794
1,0.59033126,1.1397682,0.30215463,0.0,1.0200249,2.2452793,1.5112855,0.0,1.759931,0.0,0.16901842,1.6252474,0.0,0.0,2.8633885,0.49364412,0.03054977,0.0,0.0,0.0,0.6525681,0.82897544,0.0,0.0,0.0,2.0488496,0.0,0.0,0.0,2.091722,0.0,4.6973825
2,1.0599074,0.95482266,0.18495351,0.0,1.0424917,1.4895544,1.6698248,0.0,0.9922954,0.0,0.58534276,1.8840955,0.0,0.0,2.7353418,0.0,0.18747148,0.0,0.0,0.0,0.85364646,1.4351025,0.0,0.0,0.0,1.8407406,0.0,0.0,0.0,2.1124651,0.019127203,4.922917
2,1.0770535,0.53067815,0.8101327,0.0,1.1645222,0.44321445,1.757981,0.0,0.14970264,0.0,1.7045305,1.7559575,0.0,0.0,3.1541924,0.14412428,0.9554674,0.0,0.0,0.0,0.56985354,2.3568127,0.0,0.0,0.0,1.4419665,0.0,0.0,0.0,1.5064031,0.7888272,4.610043
2,0.7465449,0.0,1.3117158,0.0,0.55649096,0.0,1.5262471,0.0,0.109098904,0.857454,2.0128474,1.4287156,0.0,0.0,3.9836977,0.668743,1.4108582,0.0,0.0,0.14876066,0.45580843,3.0725584,0.0,0.0,0.0,1.7177051,0.0,0.0,0.0,0.95354205,1.8001677,3.69405
