1,0.028076958,0.0,1.4291216,2.4022877,0.0,5.0626445,0.0,3.1047974
1,0.0,0.0,1.9368854,0.59992266,0.0,5.160445,0.19674392,3.3957736
2,0.0,0.0,3.0208523,0.087300345,0.0,4.4310327,0.39650124,3.7202666
2,0.09363689,0.0,3.697346,0.10797774,0.0,3.0736585,1.8724179,3.5949678
2,0.13220172,0.0,3.8180275,0.16843697,0.0,2.6043665,3.236116,3.8176084
2,0.0,0.0,2.7994957,1.5814995,0.0,3.5774941,4.04632,3.9362435
0,0.0,0.0,2.1275778,1.6708776,0.0,3.2972696,2.85164,3.2664318
0,0.0,0.0,2.3577366,2.9772687,0.0,3.3052087,2.2508895,3.3373973
0,0.28623107,0.0,2.1784923,4.22042,0.0,3.2212462,0.9358536,3.417803
0,0.122505404,0.0,1.6855963,3.723741,0.0,4.166779,0.18604268,3.3200445
0,0.028076958,0.0,1.4291216,2.4022877,0.0,5.0626445,0.0,3.1047974
1,0.0,0.0,1.9251612,0.3298388,0.0,5.121878,0.0,3.5831332
2,0.0,0.0,2.9763026,0.0,0.0,4.7663016,0.31599516,4.012542
2,0.012674446,0.0,3.9254162,0.0,0.0,3.562829,1.5799881,4.135363
2,0.13745938,0.0,4.3222275,0.4055565,0.0,2.7703266,3.1923604,4.2862997
1,0.0,0.0,3.744495,1.6381745,0.0,3.0343933,4.263529,4.4169044
0,0.0,0.0,3.4003735,3.1910882,0.0,3.0191216,3.3947616,4.40796
0,0.11895909,0.0,2.6253364,4.811479,0.0,2.8829637,1.554255,4.155739
0,0.32313743,0.0,1.6179785,4.8077145,0.0,3.4390836,0.10777454,3.4408526
0,0.24288961,0.0,1.1403701,3.1340752,0.0,4.665236,0.010759996,3.0335739
1,0.089817725,0.0,1.1620344,0.8228374,0.0,4.896424,0.0,3.4522538
2,0.0,0.0,2.0031633,0.029587666,0.0,4.914067,0.0,3.7631109
2,0.0,0.0,2.9763026,0.0,0.0,4.7663016,0.31599516,4.012542
2,0.012674446,0.0,3.9254162,0.0,0.0,3.562829,1.5799881,4.135363
2,0.13745938,0.0,4.3222275,0.4055565,0.0,2.7703266,3.1923604,4.2862997
1,0.0,0.0,3.744495,1.6381745,0.0,3.0343933,4.263529,4.4169044
0,0.0,0.0,3.4003735,3.1910882,0.0,3.0191216,3.3947616,4.40796
0,0.11895909,0.0,2.6253364,4.811479,0.0,2.8829637,1.554255,4.155739
0,0.32313743,0.0,1.6179785,4.8077145,0.0,3.4390836,0.10777454,3.4408526
0,0.24288961,0.0,1.1403701,3.1340752,0.0,4.665236,0.010759996,3.0335739
0,0.08981779,0.0,1.1620344,0.8228374,0.0,4.896424,0.0,3.4522538
2,0.0,0.0,2.050569,0.18031673,0.0,4.4742894,0.0,3.9859562
2,0.0,0.0,2.719568,0.0,0.0,4.53107,0.16301325,3.895376
2,0.0,0.0,3.6294036,0.04562754,0.0,3.9784222,1.0237176,4.2693567
2,0.31891948,0.0,4.336229,0.6517658,0.0,2.7828023,2.4494543,4.0314054
2,0.1343181,0.0,4.262103,1.5847914,0.0,2.5569196,3.7310858,4.224493
1,0.0,0.0,3.4003735,3.1910882,0.0,3.0191216,3.3947616,4.40796
0,0.03760941,0.0,2.74533,4.3421426,0.0,3.0818071,1.9695139,4.057091
0,0.41472822,0.0,1.9659351,4.916376,0.0,3.3106294,0.38927987,3.4841485
0,0.17843123,0.0,1.1994585,3.7044153,0.0,4.71842,0.0,3.164659
0,0.17924595,0.0,1.1018642,1.76241,0.0,5.3181334,0.0,3.3410735
2,0.0,0.0,2.0031633,0.029587666,0.0,4.914067,0.0,3.7631109
2,0.0,0.0,2.9763026,0.0,0.0,4.7663016,0.31599516,4.012542
2,0.012674446,0.0,3.9254162,0.0,0.0,3.562829,1.5799881,4.135363
2,0.13745938,0.0,4.3222275,0.4055565,0.0,2.7703266,3.1923604,4.2862997
1,0.0,0.0,3.744495,1.6381745,0.0,3.0343933,4.263529,4.4169044
0,0.0,0.0,3.4003735,3.1910882,0.0,3.0191216,3.3947616,4.40796
0,0.11895909,0.0,2.6253364,4.811479,0.0,2.8829637,1.554255,4.155739
0,0.32313743,0.0,1.6179785,4.8077145,0.0,3.4390836,0.10777454,3.4408526
0,0.24288961,0.0,1.1403701,3.1340752,0.0,4.665236,0.010759996,3.0335739
2,0.089817725,0.0,1.1620344,0.8228374,0.0,4.896424,0.0,3.4522538
2,0.0,0.0,1.9251612,0.3298388,0.0,5.121878,0.0,3.5831332
2,0.0,0.0,3.0208523,0.087300345,0.0,4.4310327,0.39650124,3.7202666
2,0.09363689,0.0,3.697346,0.10797774,0.0,3.0736585,1.8724179,3.5949678
2,0.13220172,0.0,3.8180275,0.16843697,0.0,2.6043665,3.236116,3.8176084
1,0.0,0.0,2.7994957,1.5814995,0.0,3.5774941,4.04632,3.9362435
0,0.0,0.0,2.794369,2.585095,0.0,3.1454175,3.3281476,3.9432669
0,0.03760941,0.0,2.74533,4.3421426,0.0,3.0818071,1.9695139,4.057091
0,0.41472822,0.0,1.9659351,4.916376,0.0,3.3106294,0.38927987,3.4841485
0,0.17843123,0.0,1.1994585,3.7044153,0.0,4.71842,0.0,3.164659
0,0.17924595,0.0,1.1018642,1.76241,0.0,5.3181334,0.0,3.3410735
1,0.0,0.0,2.0031633,0.029587666,0.0,4.914067,0.0,3.7631109
2,0.0,0.0,2.719568,0.0,0.0,4.53107,0.16301319,3.8953762
2,0.0,0.0,3.6294036,0.04562802,0.0,3.9784222,1.0237179,4.2693567
2,0.31891948,0.0,4.336229,0.6517658,0.0,2.7828023,2.4494543,4.0314054
2,0.1343181,0.0,4.262103,1.5847914,0.0,2.5569196,3.7310858,4.224493
0,0.0,0.0,3.4003735,3.1910882,0.0,3.0191216,3.3947616,4.40796
0,0.11895909,0.0,2.6253364,4.811479,0.0,2.8829637,1.554255,4.155739
0,0.32313743,0.0,1.6179785,4.8077145,0.0,3.4390836,0.10777454,3.4408526
0,0.24288961,0.0,1.1403701,3.1340752,0.0,4.665236,0.010759996,3.0335739
2,0.089817725,0.0,1.1620344,0.8228374,0.0,4.896424,0.0,3.4522538
2,0.0,0.0,1.9251612,0.3298388,0.0,5.121878,0.0,3.5831332
2,0.0,0.0,3.0208523,0.087300345,0.0,4.4310327,0.39650124,3.7202666
2,0.09363689,0.0,3.697346,0.10797774,0.0,3.0736585,1.8724179,3.5949678
2,0.13220172,0.0,3.8180275,0.16843697,0.0,2.6043665,3.236116,3.8176084
1,0.0,0.0,2.7994957,1.5814995,0.0,3.5774941,4.04632,3.9362435
0,0.0,0.0,2.794369,2.585095,0.0,3.1454175,3.3281476,3.9432669
0,0.03760941,0.0,2.74533,4.3421426,0.0,3.0818071,1.9695139,4.057091
0,0.41472822,0.0,1.9659351,4.916376,0.0,3.3106294,0.38927987,3.4841485
0,0.17843123,0.0,1.1994585,3.7044153,0.0,4.71842,0.0,3.164659
0,0.17924595,0.0,1.1018642,1.76241,0.0,5.3181334,0.0,3.3410735
1,0.0,0.0,2.0031633,0.029587666,0.0,4.914067,0.0,3.7631109
2,0.0,0.0,2.719568,0.0,0.0,4.53107,0.16301325,3.895376
2,0.0,0.0,3.6294036,0.04562754,0.0,3.9784222,1.0237176,4.2693567
2,0.31891948,0.0,4.336229,0.6517658,0.0,2.7828023,2.4494543,4.0314054
2,0.1343181,0.0,4.262103,1.5847914,0.0,2.5569196,3.7310858,4.224493
0,0.0,0.0,3.4003735,3.1910882,0.0,3.0191216,3.3947616,4.40796
0,0.11895909,0.0,2.6253364,4.811479,0.0,2.8829637,1.554255,4.155739
0,0.32313743,0.0,1.6179785,4.8077145,0.0,3.4390836,0.10777454,3.4408526
0,0.24288961,0.0,1.1403701,3.1340752,0.0,4.665236,0.010759996,3.0335739
0,0.089817725,0.0,1.1620344,0.8228374,0.0,4.896424,0.0,3.4522538
2,0.0,0.0,2.0505695,0.18031654,0.0,4.4742894,0.0,3.9859567
2,0.0,0.0,2.719568,0.0,0.0,4.53107,0.16301325,3.895376
2,0.0,0.0,3.6294036,0.04562754,0.0,3.9784222,1.0237176,4.2693567
1,0.3189197,0.0,4.336229,0.651766,0.0,2.782802,2.4494545,4.031406
2,0.16279982,0.0,4.0146966,1.6080638,0.0,2.2495267,2.3616972,3.6612492
1,0.07080112,0.0,3.3692944,3.2234125,0.0,2.74992,3.1231444,4.2500134
0,0.11895909,0.0,2.6253364,4.811479,0.0,2.8829637,1.554255,4.155739
0,0.32313743,0.0,1.6179785,4.8077145,0.0,3.4390836,0.10777454,3.4408526
0,0.24288961,0.0,1.1403701,3.1340752,0.0,4.665236,0.010759996,3.0335739
1,0.089817725,0.0,1.1620344,0.8228374,0.0,4.896424,0.0,3.4522538
2,0.0,0.0,2.0031633,0.029587666,0.0,4.914067,0.0,3.7631109
2,0.0,0.0,2.9763026,0.0,0.0,4.7663016,0.31599516,4.012542
2,0.012674446,0.0,3.9254162,0.0,0.0,3.562829,1.5799881,4.135363
2,0.13745938,0.0,4.3222275,0.4055565,0.0,2.7703266,3.1923604,4.2862997
1,0.0,0.0,3.744495,1.6381745,0.0,3.0343933,4.263529,4.4169044
1,0.0,0.0,3.4003735,3.1910882,0.0,3.0191216,3.3947616,4.40796
1,0.03760941,0.0,2.74533,4.3421426,0.0,3.0818071,1.9695139,4.057091
0,0.28623107,0.0,2.1784923,4.22042,0.0,3.2212462,0.9358536,3.417803
0,0.122505404,0.0,1.6855963,3.723741,0.0,4.166779,0.18604268,3.3200445
0,0.028076958,0.0,1.4291216,2.4022877,0.0,5.0626445,0.0,3.1047974
2,0.0,0.0,1.9251612,0.3298388,0.0,5.121878,0.0,3.5831332
2,0.0,0.0,3.0208523,0.087300345,0.0,4.4310327,0.39650124,3.7202666
2,0.09363689,0.0,3.697346,0.10797774,0.0,3.0736585,1.8724179,3.5949678
2,0.13220172,0.0,3.8180275,0.16843697,0.0,2.6043665,3.236116,3.8176084
1,0.0,0.0,2.7994957,1.5814995,0.0,3.5774941,4.04632,3.9362435
0,0.0,0.0,2.794369,2.585095,0.0,3.1454175,3.3281476,3.9432669
0,0.03760941,0.0,2.74533,4.3421426,0.0,3.0818071,1.9695139,4.057091
